City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,la ronge,55.1001,-105.2842,53.85,54,75,17.27,CA,1719559504
288,volodarskiy,46.4013,48.5409,82.35,28,100,13.8,RU,1719559506
289,itaituba,-4.2761,-55.9836,72.79,92,0,1.86,BR,1719559507
290,tura,25.5198,90.2201,83.32,88,99,6.13,IN,1719559508
291,arkhara,49.4212,130.0842,81.72,55,72,6.51,RU,1719559509
292,humberto de campos,-2.5983,-43.4611,73.44,94,6,2.93,BR,1719559513
293,shiloh,38.5614,-89.8973,76.12,79,75,0,US,1719559500
294,anadyr,64.75,177.4833,57.7,72,40,8.95,RU,1719559515
295,notodden,59.5594,9.2585,69.76,77,40,10.36,NO,1719559516
296,bubaque,11.2833,-15.8333,80.04,81,100,7.18,GW,1719559517
297,muisne,0.6,-80.0333,75.97,84,100,4.09,EC,1719559518
298,chonchi,-42.6128,-73.8092,38.41,85,93,3.33,CL,1719559520
299,kudahuvadhoo,2.6708,72.8944,83.3,73,99,7.76,MV,1719559521
300,toyooka,35.5333,134.8333,71.65,100,75,4.61,JP,1719559522
301,flying fish cove,-10.4217,105.6791,80.28,89,100,11.5,CX,1719559523
302,kone,-21.0595,164.8658,72.09,71,41,2.55,NC,1719559524
303,antofagasta,-23.65,-70.4,58.28,87,100,1.74,CL,1719559525
304,norilsk,69.3535,88.2027,74.41,54,100,17.87,RU,1719559526
305,maceio,-9.6658,-35.7353,69.24,94,20,3.44,BR,1719559335
306,villa gesell,-37.2639,-56.973,42.06,85,13,19.6,AR,1719559529
307,berdigestyakh,62.0989,126.6992,64.35,29,76,8.08,RU,1719559530
308,gamba,-2.65,10,73.45,89,41,5.93,GA,1719559531
309,pleiku,13.9833,108,79.72,78,100,6.11,VN,1719559532
310,alotau,-10.3069,150.4462,77.9,89,69,5.77,PG,1719559533
311,nalut,30.3333,10.85,92.77,13,0,10.69,LY,1719559536
312,laguna,38.421,-121.4238,71.15,56,0,5.75,US,1719559513
313,mili,6.0815,171.735,82.47,81,82,14.94,MH,1719559539
314,revda,56.801,59.9303,63.36,61,100,7.05,RU,1719559541
315,luanda,-8.8368,13.2343,71.6,88,75,5.75,AO,1719559542
316,moorhead,46.8739,-96.7676,66.22,92,100,17.27,US,1719559543
317,margate,51.3813,1.3862,60.91,67,0,15.23,GB,1719559253
318,ilulissat,69.2167,-51.1,41.02,87,100,13.8,GL,1719559547
319,mazamari,-11.3258,-74.5308,71.49,87,98,2.06,PE,1719559548
320,rayadrug,14.7,76.8667,87.39,48,100,20.92,IN,1719559549
321,biloela,-24.4167,150.5,68.99,77,100,3.18,AU,1719559550
322,minas de marcona,-15.2119,-75.1103,54.66,79,32,3,PE,1719559551
323,woodward,36.4337,-99.3904,78.03,94,75,11.5,US,1719559552
324,azul,-36.777,-59.8585,39.74,78,3,10.51,AR,1719559553
325,jambi city,-1.6,103.6167,84.83,84,87,3.31,ID,1719559554
326,avon,41.4517,-82.0354,59.7,90,75,4.61,US,1719559473
327,chernyshevskiy,63.0128,112.4714,75.02,53,100,5.46,RU,1719559557
328,santo antonio do monte,-20.0872,-45.2936,61.68,58,30,1.32,BR,1719559558
329,klyuchi,52.2667,79.1667,93.13,30,34,9.75,RU,1719559559
330,ressano garcia,-25.442,31.9913,67.53,65,4,4,MZ,1719559562
331,vilyuysk,63.7553,121.6247,68.25,32,6,6.02,RU,1719559563
332,polna,49.487,15.7188,73.53,75,20,6.06,CZ,1719559565
333,san patricio,28.017,-97.5169,85.89,87,0,8.34,US,1719559131
334,pakuranga,-36.8833,174.9167,52.32,73,68,4.61,NZ,1719559568
335,ust'-kulom,61.6864,53.6902,60.03,42,2,8.46,RU,1719559569
336,isla vista,34.4133,-119.861,63.45,86,0,3.44,US,1719559570
337,itupiranga,-5.1347,-49.3267,79.12,77,0,2.37,BR,1719559571
338,cill airne,52.05,-9.5167,53.65,82,100,6.91,IE,1719559572
339,upata,8.0086,-62.3989,75.2,97,100,2.37,VE,1719559573
340,bikaner,28.0167,73.3,95.77,45,100,5.12,IN,1719559574
341,bori,4.6737,7.362,78.33,88,100,1.86,NG,1719559575
342,bikenibeu village,1.3673,173.1241,85.96,74,40,8.05,KI,1719559577
343,canoinhas,-26.1772,-50.39,45.63,77,100,2.57,BR,1719559578
344,lethem,3.3803,-59.7968,73.56,93,97,5.3,GY,1719559580
345,jackson,42.4165,-122.8345,58.06,69,100,1.86,US,1719559430
346,vieste,41.8825,16.175,79.29,57,0,6.58,IT,1719559583
347,kyaikkami,16.08,97.5675,83.34,78,32,11.3,MM,1719559584
348,malango,-2.9627,119.9001,79.7,69,93,4.5,ID,1719559585
349,kuta,-8.7233,115.1723,85.95,79,20,12.66,ID,1719559586
350,mazagao,-0.115,-51.2894,77.05,99,21,3.47,BR,1719559587
351,martapura,-3.4167,114.85,89.69,70,40,8.05,ID,1719559588
352,novoagansk,61.9449,76.6625,71.67,54,26,14.56,RU,1719559589
353,polyarnyy,69.1989,33.4478,57.07,67,70,0.85,RU,1719559590
354,glendive,47.1053,-104.7125,56.75,82,0,9.22,US,1719559592
355,nosy varika,-20.5833,48.5333,68.61,65,100,3.89,MG,1719559593
356,tangalle,6.024,80.7911,91.56,57,86,15.05,LK,1719559594
357,tiksi,71.6872,128.8694,49.05,52,62,6.35,RU,1719559595
358,black river,18.0264,-77.8487,78.57,86,100,5.1,JM,1719559596
359,strathmore,51.0501,-113.3852,51.35,93,100,21.85,CA,1719559597
360,taoudenni,22.6783,-3.9836,97.2,8,99,19.98,ML,1719559598
361,encruzilhada do sul,-30.5439,-52.5219,47.97,84,100,8.43,BR,1719559599
362,ribeira brava,32.65,-17.0667,68.63,69,0,2.84,PT,1719559601
363,ghat,24.9647,10.1728,90.73,14,0,6.53,LY,1719559453
364,krasnogvardeyskoye,45.8456,41.5186,79.18,37,6,8.72,RU,1719559603
365,doffing,26.2745,-98.3858,81.95,88,0,9.22,US,1719559604
366,timbuktu,16.7735,-3.0074,93.65,29,55,12.59,ML,1719559605
367,tashla,51.7716,52.7427,67.82,61,100,14.9,RU,1719559606
368,aripuana,-9.1667,-60.6333,68.97,60,5,2.08,BR,1719559607
369,pinhao,-25.6956,-51.6597,49.05,97,100,3.51,BR,1719559609
370,usol'ye,59.4268,56.6808,63.23,57,58,11.23,RU,1719559610
371,untsukul',42.7115,46.7866,61.07,68,100,2.98,RU,1719559611
372,cushing,35.9851,-96.767,81.39,65,0,10.36,US,1719559612
373,nova sintra,14.8667,-24.7167,73.94,80,7,15.9,CV,1719559613
374,bel ombre,-4.6167,55.4167,84.04,79,40,16.11,SC,1719559614
375,blythe,33.6103,-114.5964,97.25,30,0,12.66,US,1719559615
376,katsuren-haebaru,26.3369,127.8719,89.98,75,75,13.8,JP,1719559616
377,tshabong,-26.05,22.45,58.95,58,0,20.09,BW,1719559618
378,santa elena de uairen,4.6167,-61.1333,66.54,92,100,2.48,VE,1719559619
379,barra de santo antonio,-9.4047,-35.5072,69.08,76,80,1.97,BR,1719559620
380,puerto baquerizo moreno,-0.9,-89.6,70.75,86,100,9.48,EC,1719559621
381,vilyuchinsk,52.9306,158.4028,57.47,76,69,1.79,RU,1719559622
382,blenheim,-41.516,173.9528,46.53,83,100,7.36,NZ,1719559500
383,luganville,-15.5333,167.1667,76.96,81,38,7.58,VU,1719559624
384,sainte-marie,-20.8968,55.5496,75.33,61,0,17.27,RE,1719559626
385,santa cruz,-17.8,-63.1667,67.46,94,75,19.57,BO,1719559627
386,boyolangu,-8.1181,111.8935,82.38,78,80,5.95,ID,1719559628
387,sao jose da coroa grande,-8.8978,-35.1478,73.63,80,5,3.89,BR,1719559629
388,pyhajarvi,67.0701,27.2176,61.21,70,98,4.27,FI,1719559630
389,manta,-0.95,-80.7333,74.98,83,75,5.75,EC,1719559631
390,shalya,57.2471,58.7298,58.3,70,100,6.13,RU,1719559632
391,belomorsk,64.5232,34.7668,63.03,44,0,5.44,RU,1719559633
392,guia lopes da laguna,-21.4578,-56.1142,60.78,81,75,3.47,BR,1719559635
393,bandar-e lengeh,26.5579,54.8807,98.71,56,0,11.5,IR,1719559637
394,sarmanovo,55.2553,52.5891,59.68,77,100,15.52,RU,1719559638
395,formosa do rio preto,-11.0483,-45.1931,65.59,62,90,1.79,BR,1719559639
396,pisco,-13.7,-76.2167,60.85,94,100,5.75,PE,1719559417
397,newman,37.3138,-121.0208,70.03,58,0,3,US,1719559641
398,talara,-4.5772,-81.2719,67.35,80,91,13.44,PE,1719559642
399,holualoa,19.6228,-155.9522,75.04,94,20,5.75,US,1719559644
400,goundam,16.4145,-3.6708,93.04,33,100,16.6,ML,1719559645
401,markaz-e hukumat-e darweshan,31.1323,64.1934,109.69,7,2,8.05,AF,1719559646
402,carauari,-4.8828,-66.8958,74.1,81,37,1.5,BR,1719559647
403,temiskaming shores,47.4938,-79.7153,48,80,8,5.53,CA,1719559648
404,palmer,42.1584,-72.3287,57.38,77,0,4.61,US,1719559649
405,vila franca do campo,37.7167,-25.4333,66.61,99,89,5.73,PT,1719559650
406,san antonio de pale,-1.4014,5.6325,75.63,86,85,8.68,GQ,1719559651
407,rudnichnyy,59.617,52.4703,65.1,53,69,8.72,RU,1719559653
408,kalmunai,7.4167,81.8167,92.46,49,100,5.64,LK,1719559654
409,ingeniero jacobacci,-41.3427,-69.5448,31.82,71,1,12.86,AR,1719559655
410,turpan,42.9333,89.1667,112.1,11,100,2.59,CN,1719559656
411,yelizovo,53.1873,158.3805,57.34,62,0,15.66,RU,1719559657
412,san isidro de curuguaty,-24.5167,-55.7,57.92,92,98,2.71,PY,1719559658
413,dzialoszyn,51.117,18.8652,76.75,67,98,10.25,PL,1719559459
414,san pedro pochutla,15.7333,-96.4667,76.71,90,100,2.53,MX,1719559660
415,ciudad lazaro cardenas,17.9583,-102.2,76.42,82,74,4.12,MX,1719559662
416,kumbo,6.2,10.6667,64.11,89,100,2.15,CM,1719559663
417,severo-yeniseyskiy,60.3725,93.0408,86.85,29,10,10.36,RU,1719559665
418,sao gabriel da cachoeira,-0.1303,-67.0892,71.17,100,74,2.37,BR,1719559666
419,ndola,-12.9587,28.6366,63.23,52,9,10.51,ZM,1719559667
420,westport,41.1415,-73.3579,64.78,62,0,3.44,US,1719559593
421,bogale,16.2833,95.4,88.14,67,92,12.64,MM,1719559670
422,egilsstadir,65.2653,-14.3948,42.71,93,100,21.85,IS,1719559671
423,aruppukkottai,9.5167,78.1,97.23,40,91,3.96,IN,1719559672
424,mount isa,-20.7333,139.5,87.57,35,20,5.75,AU,1719559673
425,sosnogorsk,63.6023,53.8817,58.57,43,6,8.32,RU,1719559674
426,rexburg,43.826,-111.7897,54.91,39,1,7.16,US,1719559675
427,tacuarembo,-31.7333,-55.9833,46.98,90,100,7.78,UY,1719559676
428,monywa,22.1167,95.1333,95.99,45,100,17.25,MM,1719559677
429,atherton,53.5237,-2.4935,58.35,78,100,5.01,GB,1719559679
430,pokrovsk,48.282,37.1758,76.55,40,1,9.26,UA,1719559680
431,uliastay,47.7417,96.8444,68.7,38,100,7.85,MN,1719559681
432,kirchberg in tirol,47.3907,12.3072,71.69,72,13,1.01,AT,1719559682
433,howrah,22.5892,88.3103,86,89,75,4.61,IN,1719559451
434,eastham,41.8301,-69.9739,64.94,60,40,14,US,1719559684
435,tofol,5.3248,163.0078,82.18,83,100,2.3,FM,1719559686
436,ta`u,-14.2336,-169.5144,81.73,84,14,16.98,AS,1719559687
437,xingcheng,40.6167,120.7167,79.77,45,6,20.42,CN,1719559688
438,kruisfontein,-34.0033,24.7314,63.01,41,0,10.4,ZA,1719559689
439,sinabang,2.4803,96.3801,86.63,70,85,0.49,ID,1719559690
440,lionel town,17.8101,-77.2406,82.29,93,100,6.87,JM,1719559691
441,alofi,-19.0595,-169.9187,71.49,94,0,2.3,NU,1719559692
442,kuanda,56.3161,116.0806,77.97,36,100,15.7,RU,1719559695
443,balezino,57.9796,53.0106,66.83,55,4,12.57,RU,1719559696
444,murzuq,25.9155,13.9184,92.17,15,0,12.1,LY,1719559697
445,ayr,55.4627,-4.6339,54.99,87,75,13.8,GB,1719559698
446,adrar,20.5022,-10.0711,83.23,17,3,15.39,MR,1719559699
447,brisas barra de suchiate,14.55,-92.2167,79.32,86,99,5.19,MX,1719559701
448,longjiang,47.3303,123.1836,86.13,46,100,10.98,CN,1719559702
449,san pedro,14.35,121.0167,90.63,66,40,9.22,PH,1719559703
450,bardai,11.65,7.2333,78.03,70,90,13.27,NG,1719559704
451,dingzhou,38.5131,114.9956,98.71,17,100,11.52,CN,1719559705
452,codrington,-38.2667,141.9667,60.8,46,100,23.71,AU,1719559706
453,sampit,-2.5333,112.95,88.36,61,95,4.38,ID,1719559707
454,eenhana,-17.4667,16.3333,60.19,43,2,12.17,NA,1719559708
455,celestun,20.8667,-90.4,79.59,85,96,10.36,MX,1719559710
456,bakanas,44.8081,76.2772,104.76,12,39,13.78,KZ,1719559712
457,daloa,6.8774,-6.4502,72.5,99,100,2.57,CI,1719559713
458,zhaotong,27.3167,103.7167,71.15,81,100,10.4,CN,1719559714
459,sterling,39.0062,-77.4286,72.23,70,0,6.91,US,1719559063
460,martos,37.7211,-3.9726,66.42,83,96,1.99,ES,1719559716
461,mpulungu,-8.7623,31.1141,75.54,51,7,10.83,ZM,1719559719
462,tumayr,25.7039,45.868,100.9,9,1,3.8,SA,1719559720
463,verkhniy ufaley,56.0567,60.2306,59.36,98,100,7.02,RU,1719559721
464,gaspe,48.8334,-64.4819,53.51,100,75,2.3,CA,1719559502
465,joshimath,30.5667,79.5667,79.07,52,38,8.55,IN,1719559724
466,tsarevo,42.1667,27.85,76.96,55,0,13,BG,1719559725
467,brak,27.5496,14.2714,90.93,15,0,13.35,LY,1719559727
468,isola di capo rizzuto,38.96,17.0933,83.19,42,0,3.44,IT,1719559728
469,multai,21.7667,78.25,82.6,71,100,7.02,IN,1719559729
470,harstad,68.799,16.5293,64.62,66,61,8.99,NO,1719559730
471,ad dasmah,29.365,48.0014,105.94,17,0,14.05,KW,1719559731
472,palikir - national government center,6.9248,158.1611,81.34,83,100,0,FM,1719559732
473,constitucion,-35.3333,-72.4167,47.44,72,99,15.12,CL,1719559733
474,saint-joseph,-21.3667,55.6167,71.98,65,32,15.32,RE,1719559734
475,taroudant,30.4703,-8.877,64.09,82,0,3.29,MA,1719559736
476,amancio,20.8257,-77.5799,76.08,90,100,1.54,CU,1719559737
477,kingscliff,-28.2667,153.5667,67.73,68,40,5.75,AU,1719559738
478,mel'nikovo,56.5558,84.085,87.26,44,84,6.55,RU,1719559739
479,puerto cabezas,14.0351,-83.3888,75.76,95,100,4.18,NI,1719559740
480,matao,-21.6033,-48.3658,61.07,78,0,1.63,BR,1719559741
481,puerto princesa,9.7392,118.7353,89.58,70,40,11.5,PH,1719559742
482,lagoa,39.05,-27.9833,67.19,85,76,8.88,PT,1719559743
483,los aquijes,-14.0967,-75.6908,61.81,75,95,2.62,PE,1719559745
484,acarau,-2.8856,-40.12,75.09,90,10,10.63,BR,1719559746
485,lewiston orchards,46.3804,-116.9754,62.91,64,39,6.13,US,1719559747
486,okhotsk,59.3833,143.3,48.45,91,100,2.89,RU,1719559748
487,carnarvon,-24.8667,113.6333,69.78,60,1,17.96,AU,1719559749
488,jhunjhunun,28.1307,75.4014,92.03,53,100,10.45,IN,1719559750
489,novodvinsk,64.4165,40.8122,64.15,40,17,4.36,RU,1719559753
490,zuunmod,47.7069,106.9528,56.43,62,30,17.6,MN,1719559754
491,ciudad rodrigo,40.6,-6.5333,68.77,85,71,5.79,ES,1719559755
492,santana,-0.0583,-51.1817,77.18,94,20,3.44,BR,1719559756
493,jwaneng,-24.6004,24.7303,55.63,65,55,15.84,BW,1719559757
494,novoishimskiy,53.1981,66.7694,77.9,60,100,15.93,KZ,1719559758
495,shigony,53.3875,48.6777,64.2,61,100,18.52,RU,1719559760
496,ceeldheer,3.8488,47.1806,82.81,66,100,23.11,SO,1719559761
497,serenje,-13.2325,30.2352,60.57,61,0,11.34,ZM,1719559763
498,carletonville,-26.3609,27.3977,52.66,49,0,4.18,ZA,1719559764
499,dubrajpur,23.8,87.3833,95.05,40,100,7.11,IN,1719559765
500,moramanga,-18.9333,48.2,61.59,58,33,8.23,MG,1719559767
501,kununurra,-15.7667,128.7333,91.38,40,20,9.22,AU,1719559768
502,noumea,-22.2763,166.4572,69.78,73,0,10.92,NC,1719559769
503,carbonear,47.7332,-53.2148,66.04,99,100,12.95,CA,1719559770
504,susuman,62.7833,148.1667,53.28,49,100,19.95,RU,1719559771
505,kavieng,-2.5744,150.7967,81.27,83,100,7.36,PG,1719559772
506,forio,40.7342,13.8646,77.29,86,0,1.99,IT,1719559773
507,dickson,36.077,-87.3878,71.04,92,20,0,US,1719559771
508,egersund,58.4513,5.9997,65.37,81,42,13.98,NO,1719559776
509,chapaev,50.2,51.1667,73.85,46,100,13.33,KZ,1719559777
510,gewane,10.1664,40.6453,90.99,35,44,22.08,ET,1719559778
511,la mojonera,37.2923,-2.4373,66.16,85,83,4.81,ES,1719559779
512,xinyang,32.1228,114.0656,73.11,97,100,5.95,CN,1719559780
513,nuku'alofa,-21.1333,-175.2,73.74,83,75,10.36,TO,1719559781
514,moroto,2.5345,34.6666,73.54,58,31,3.91,UG,1719559782
515,ximeicun,24.9639,118.3794,89.37,64,100,9.84,CN,1719559783
516,cadale,2.7603,46.3222,80.42,76,59,24.76,SO,1719559785
517,sao joao da barra,-21.6403,-41.0511,71.76,87,60,3.18,BR,1719559786
518,longboat key,27.4125,-82.659,84.2,62,100,5.01,US,1719559787
519,navolato,24.7672,-107.6944,79.11,77,99,4.27,MX,1719559788
520,'alaqahdari dishu,30.4374,63.313,110.39,10,7,12.24,AF,1719559789
521,dubbo,-32.25,148.6167,57.33,47,0,0,AU,1719559790
522,bani walid,31.7566,13.9942,90.64,20,0,10.94,LY,1719559791
523,viedma,-40.8135,-62.9967,41.45,66,75,14.65,AR,1719559792
524,kurumkan,54.3,110.3,83.75,32,12,1.86,RU,1719559794
525,bosaso,11.2842,49.1816,99.12,35,91,15.17,SO,1719559795
526,mahina,-17.5065,-149.489,78.57,78,20,5.75,PF,1719559796
527,akjoujt,19.6969,-14.4164,85.64,19,4,16.96,MR,1719559797
528,manlleu,42.0023,2.2848,77.45,73,100,2.68,ES,1719559798
529,necochea,-38.5473,-58.7368,44.44,77,69,17.52,AR,1719559800
530,bukama,-9.2,25.85,81.88,31,0,3.6,CD,1719559801
531,buka,40.8108,69.1986,103.98,17,25,10.33,UZ,1719559802
532,manga,11.6636,-1.0731,84.07,60,84,13.6,BF,1719559805
533,antsohihy,-14.8796,47.9875,83.91,33,12,15.21,MG,1719559806
534,kani keli,-12.9536,45.1033,81.66,71,71,18.59,YT,1719559807
535,kismayo,-0.3582,42.5454,81.52,70,83,20.87,SO,1719559809
536,roswell,34.0232,-84.3616,74.23,93,0,0,US,1719559677
537,santiago de cao,-7.9589,-79.2392,64.53,88,100,5.75,PE,1719559811
538,suomussalmi,64.8869,28.9078,74.7,50,0,9.08,FI,1719559812
539,greenville,35.6127,-77.3663,75.36,96,0,5.75,US,1719559601
540,vernon,50.2581,-119.2691,58.44,58,100,3,CA,1719559809
541,opuwo,-18.0607,13.84,65.93,34,0,12.62,NA,1719559816
542,quellon,-43.1167,-73.6167,42.17,79,42,7.65,CL,1719559818
543,iskateley,67.6803,53.1512,50.07,74,100,11.72,RU,1719559802
544,santo antonio do ica,-3.1022,-67.9397,71.65,97,88,2.71,BR,1719559822
545,chibougamau,49.9168,-74.3659,38.82,87,0,4.65,CA,1719559823
546,tukrah,32.5341,20.5791,80.91,67,0,10.2,LY,1719559824
547,port hueneme,34.1478,-119.1951,67.53,84,0,6.91,US,1719559825
548,la sarre,48.8002,-79.1996,43.05,93,19,4.79,CA,1719559826
549,seydi,39.4816,62.9137,89.55,17,4,16.78,TM,1719559827
550,pocao de pedras,-4.6667,-44.85,70.07,97,5,2.91,BR,1719559829
551,papao,-17.75,-149.55,78.48,84,8,28.57,PF,1719559830
552,olovyannaya,50.95,115.5667,68.67,69,100,1.68,RU,1719559831
553,ketchikan,55.3422,-131.6461,57.18,94,100,5.75,US,1719559832
554,ambalangoda,6.2355,80.0538,86.99,74,81,10.92,LK,1719559833
555,hangu,39.2489,117.7892,96.84,45,0,18.72,CN,1719559834
556,salinopolis,-0.6136,-47.3561,78.35,85,72,8.99,BR,1719559836
557,weno,7.4515,151.8468,84.15,79,100,5.75,FM,1719559837
558,pikalevo,59.5183,34.1664,80.73,38,3,3.67,RU,1719559838
559,serro,-18.6047,-43.3794,57.09,72,86,2.42,BR,1719559795
560,waitara,-38.925,174.25,48,81,78,3,NZ,1719559840
561,likhoslavl',57.1275,35.464,80.82,46,0,2.93,RU,1719559841
562,charters towers,-20.1,146.2667,74.26,70,99,11.52,AU,1719559842
563,anaconda,46.1285,-112.9423,49.19,73,1,6.78,US,1719559843
564,saint-francois,46.4154,3.9054,73.65,88,0,2.3,FR,1719559845
565,road town,18.4167,-64.6167,80.69,76,80,16.15,VG,1719559846
566,port pirie,-33.1833,138.0167,64.06,37,100,14.43,AU,1719559848
567,najafabad,32.6344,51.3668,90.14,14,6,6.71,IR,1719559849
568,geraldton,-28.7667,114.6,66.61,77,75,21.85,AU,1719559850
569,sheregesh,52.9209,87.9869,83.26,46,74,4.23,RU,1719559852
570,bakchar,57.0186,82.0711,87.33,33,6,5.91,RU,1719559853
571,zarand,30.8127,56.564,95.72,12,17,3.44,IR,1719559854
572,cooma,-36.2333,149.1333,39.33,80,3,4.05,AU,1719559855
573,san ignacio de velasco,-16.3667,-60.95,60.46,70,5,2.8,BO,1719559856
